日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-06-28,'300175,朗源股份,4.1,4.17,4.09,4.13,4.13,-0.03,-0.7264,0.5256,2474600,10217351.0,1930280000.0,1930280000.0
2018-06-27,'300175,朗源股份,4.13,4.2,4.1,4.14,4.15,-0.02,-0.4819,0.4534,2134801,8839128.13,1944404000.0,1944404000.0
2018-06-26,'300175,朗源股份,4.15,4.19,3.96,3.96,4.08,0.07,1.7157,0.5945,2799000,11511177.0,1953820000.0,1953820000.0
2018-06-25,'300175,朗源股份,4.08,4.09,4.01,4.07,4.04,0.04,0.9901,0.6137,2889402,11738132.1,1920864000.0,1920864000.0
2018-06-22,'300175,朗源股份,4.04,4.06,3.8,3.8,3.99,0.05,1.2531,0.8667,4080600,16162963.0,1902032000.0,1902032000.0
2018-06-21,'300175,朗源股份,3.99,4.35,3.93,4.31,4.31,-0.32,-7.4246,1.0842,5104219,21237469.62,1878492000.0,1878492000.0
2018-06-20,'300175,朗源股份,4.31,4.39,4.12,4.28,4.39,-0.08,-1.8223,1.53,7203099,30722639.85,2029148000.0,2029148000.0
2018-06-19,'300175,朗源股份,4.39,5.08,4.3,4.85,4.77,-0.38,-7.9665,1.6129,7593600,35615175.0,2066812000.0,2066812000.0
2018-06-15,'300175,朗源股份,4.77,4.96,4.76,4.9,4.97,-0.2,-4.0241,0.8205,3863000,18659841.0,2245716000.0,2245716000.0
2018-06-14,'300175,朗源股份,4.97,5.05,4.82,4.9,4.95,0.02,0.404,0.9466,4456700,22078520.0,2339876000.0,2339876000.0
2018-06-13,'300175,朗源股份,4.95,5.13,4.95,5.03,4.96,-0.01,-0.2016,1.1086,5219200,26270422.87,2330460000.0,2330460000.0
2018-06-12,'300175,朗源股份,4.96,4.96,4.81,4.81,4.84,0.12,2.4793,0.7385,3476999,17067028.15,2335168000.0,2335168000.0
2018-06-11,'300175,朗源股份,4.84,5.02,4.8,5.02,5.04,-0.2,-3.9683,0.9345,4399741,21539191.93,2278672000.0,2278672000.0
2018-06-08,'300175,朗源股份,5.04,5.17,5.02,5.15,5.18,-0.14,-2.7027,0.9374,4413199,22372451.94,2372832000.0,2372832000.0
2018-06-07,'300175,朗源股份,5.18,5.25,5.16,5.17,5.17,0.01,0.1934,0.6988,3289899,17099379.83,2438744000.0,2438744000.0
2018-06-06,'300175,朗源股份,5.17,5.22,5.14,5.22,5.24,-0.07,-1.3359,0.7219,3398600,17585338.0,2434036000.0,2434036000.0
2018-06-05,'300175,朗源股份,5.24,5.24,5.17,5.17,5.16,0.08,1.5504,0.6144,2892700,15040404.0,2466992000.0,2466992000.0
2018-06-04,'300175,朗源股份,5.16,5.28,5.15,5.28,5.26,-0.1,-1.9011,0.8466,3985801,20712018.19,2429328000.0,2429328000.0
2018-06-01,'300175,朗源股份,5.26,5.51,5.23,5.3,5.42,-0.16,-2.952,1.3449,6331700,33640126.0,2476408000.0,2476408000.0
2018-05-31,'300175,朗源股份,5.42,5.51,5.1,5.13,5.29,0.13,2.4575,2.5245,11885400,63063077.0,2551736000.0,2551736000.0
2018-05-30,'300175,朗源股份,5.29,5.67,5.27,5.29,5.25,0.04,0.7619,2.6101,12288406,66739176.68,2490532000.0,2490532000.0
2018-05-29,'300175,朗源股份,5.25,5.29,5.17,5.22,5.23,0.02,0.3824,1.0896,5129806,26852355.14,2471700000.0,2471700000.0
2018-05-28,'300175,朗源股份,5.23,5.35,5.2,5.35,5.33,-0.1,-1.8762,1.246,5866300,30825121.44,2462284000.0,2462284000.0
2018-05-25,'300175,朗源股份,5.33,5.49,5.32,5.48,5.46,-0.13,-2.381,1.4451,6803701,36770620.43,2509364000.0,2509364000.0
2018-05-24,'300175,朗源股份,5.46,5.58,5.4,5.56,5.59,-0.13,-2.3256,2.1243,10001400,55026966.0,2570568000.0,2570568000.0
2018-05-23,'300175,朗源股份,5.59,5.71,5.57,5.67,5.8,-0.21,-3.6207,2.6221,12344663,69664521.54,2631772000.0,2631772000.0
2018-05-22,'300175,朗源股份,5.8,5.89,5.7,5.8,5.74,0.06,1.0453,3.4868,16415863,94953980.51,2730640000.0,2730640000.0
2018-05-21,'300175,朗源股份,5.74,5.78,5.58,5.65,5.84,-0.1,-1.7123,4.4003,20716800,117835398.0,2702392000.0,2702392000.0
2018-05-18,'300175,朗源股份,5.84,6.07,5.8,5.91,6.23,-0.39,-6.26,8.345,39288363,232369266.66,2749472000.0,2749472000.0
2018-05-17,'300175,朗源股份,6.23,6.81,6.21,6.81,6.19,0.04,0.6462,11.829,55691159,366436677.55,2933084000.0,2933084000.0
2018-05-16,'300175,朗源股份,6.19,6.19,5.91,6.19,5.63,0.56,9.9467,9.4902,44679963,274681028.07,2914252000.0,2914252000.0
2018-05-15,'300175,朗源股份,5.63,5.65,5.46,5.65,5.6,0.03,0.5357,1.4252,6709702,37274759.08,2650604000.0,2650604000.0
2018-05-14,'300175,朗源股份,5.6,5.62,5.38,5.44,5.44,0.16,2.9412,1.2587,5925853,32601513.97,2636480000.0,2636480000.0
2018-05-11,'300175,朗源股份,5.44,5.58,5.4,5.42,5.42,0.02,0.369,1.0597,4989202,27449264.08,2561152000.0,2561152000.0
2018-05-10,'300175,朗源股份,5.42,5.47,5.37,5.41,5.44,-0.02,-0.3676,0.5407,2545400,13787930.0,2551736000.0,2551736000.0
2018-05-09,'300175,朗源股份,5.44,5.48,5.42,5.44,5.46,-0.02,-0.3663,0.549,2584655,14078836.69,2561152000.0,2561152000.0
2018-05-08,'300175,朗源股份,5.46,5.5,5.35,5.35,5.38,0.08,1.487,0.9432,4440765,24227392.31,2570568000.0,2570568000.0
2018-05-07,'300175,朗源股份,5.38,5.41,5.27,5.3,5.3,0.08,1.5094,0.6821,3211465,17225565.14,2532904000.0,2532904000.0
2018-05-04,'300175,朗源股份,5.3,5.32,5.21,5.24,5.29,0.01,0.189,0.6511,3065600,16159038.0,2495240000.0,2495240000.0
2018-05-03,'300175,朗源股份,5.29,5.29,5.12,5.24,5.24,0.05,0.9542,0.805,3790000,19791760.0,2490532000.0,2490532000.0
2018-05-02,'300175,朗源股份,5.24,5.26,5.15,5.18,5.15,0.09,1.7476,0.8928,4203200,21888135.92,2466992000.0,2466992000.0
2018-04-27,'300175,朗源股份,5.15,5.18,5.04,5.08,5.04,0.11,2.1825,0.6639,3125852,16010550.64,2424620000.0,2424620000.0
2018-04-26,'300175,朗源股份,5.04,5.19,5.02,5.19,5.17,-0.13,-2.5145,0.686,3229800,16548796.0,2372832000.0,2372832000.0
2018-04-25,'300175,朗源股份,5.17,5.2,5.15,5.16,5.2,-0.03,-0.5769,0.6403,3014400,15571395.0,2434036000.0,2434036000.0
2018-04-24,'300175,朗源股份,5.2,5.21,5.12,5.12,5.11,0.09,1.7613,0.7279,3426900,17748760.0,2448160000.0,2448160000.0
2018-04-23,'300175,朗源股份,5.11,5.28,5.02,5.16,5.21,-0.1,-1.9194,1.0278,4838700,24771449.48,2405788000.0,2405788000.0
2018-04-20,'300175,朗源股份,5.21,5.4,5.2,5.4,5.4,-0.19,-3.5185,0.8946,4211685,22277407.65,2452868000.0,2452868000.0
2018-04-19,'300175,朗源股份,5.4,5.51,5.36,5.45,5.49,-0.09,-1.6393,1.0846,5106200,27764032.0,2542320000.0,2542320000.0
2018-04-18,'300175,朗源股份,5.49,5.56,5.22,5.53,5.55,-0.06,-1.0811,1.0516,4950855,26964710.53,2584692000.0,2584692000.0
2018-04-17,'300175,朗源股份,5.55,5.6,5.47,5.52,5.49,0.06,1.0929,1.0209,4806553,26491708.09,2612940000.0,2612940000.0
2018-04-16,'300175,朗源股份,5.49,5.66,5.45,5.64,5.66,-0.17,-3.0035,1.2288,5785052,32160582.6,2584692000.0,2584692000.0
2018-04-13,'300175,朗源股份,5.66,5.75,5.61,5.66,5.64,0.02,0.3546,1.0489,4938448,27995647.8,2664728000.0,2664728000.0
2018-04-12,'300175,朗源股份,5.64,5.83,5.63,5.83,5.8,-0.16,-2.7586,1.5319,7212048,41221289.04,2655312000.0,2655312000.0
2018-04-11,'300175,朗源股份,5.8,5.87,5.69,5.74,5.8,0.0,0.0,1.8664,8786848,51026276.88,2730640000.0,2730640000.0
2018-04-10,'300175,朗源股份,5.8,6.3,5.8,6.3,6.44,-0.64,-9.9379,5.0029,23553748,139050612.88,2730640000.0,2730640000.0
2018-04-09,'300175,朗源股份,6.44,6.58,6.35,6.37,6.46,-0.02,-0.3096,2.9409,13845579,89520973.3,3031952000.0,3031952000.0
2018-04-04,'300175,朗源股份,6.46,6.59,6.3,6.44,6.38,0.08,1.2539,3.7874,17831007,114878947.25,3041368000.0,3041368000.0
2018-04-03,'300175,朗源股份,6.38,6.68,6.28,6.37,6.5,-0.12,-1.8462,3.3894,15957511,102999241.51,3003704000.0,3003704000.0
2018-04-02,'300175,朗源股份,6.5,6.66,6.37,6.56,6.33,0.17,2.6856,4.0299,18972973,122637424.34,3060200000.0,3060200000.0
2018-03-30,'300175,朗源股份,6.33,6.35,6.24,6.31,6.31,0.02,0.317,2.549,12000571,75490501.01,2980164000.0,2980164000.0
2018-03-29,'300175,朗源股份,6.31,6.35,6.22,6.25,6.27,0.04,0.638,2.0752,9770169,61301946.14,2970748000.0,2970748000.0
2018-03-28,'300175,朗源股份,6.27,6.44,6.25,6.36,6.52,-0.25,-3.8344,3.9084,18400886,116809785.26,2951916000.0,2951916000.0
2018-03-27,'300175,朗源股份,6.52,6.67,6.16,6.18,6.44,0.08,1.2422,7.2912,34327182,218767384.78,3069616000.0,3069616000.0
2018-03-26,'300175,朗源股份,6.44,6.97,6.32,6.97,6.7,-0.26,-3.8806,9.1078,42879440,282614594.19,3031952000.0,3031952000.0
2018-03-23,'300175,朗源股份,6.7,6.7,6.33,6.7,6.09,0.61,10.0164,9.0796,42746532,284726293.05,3154360000.0,3154360000.0
2018-03-22,'300175,朗源股份,6.09,6.15,6.02,6.06,6.1,-0.01,-0.1639,0.8932,4205056,25596345.78,2867172000.0,2867172000.0
2018-03-21,'300175,朗源股份,6.1,6.25,6.08,6.1,6.11,-0.01,-0.1637,1.315,6191193,38106688.4,2871880000.0,2871880000.0
2018-03-20,'300175,朗源股份,6.11,6.12,5.97,6.08,6.14,-0.03,-0.4886,1.0272,4836004,29305456.22,2876588000.0,2876588000.0
2018-03-19,'300175,朗源股份,6.14,6.21,6.08,6.08,6.11,0.03,0.491,1.0094,4752410,29207578.27,2890712000.0,2890712000.0
2018-03-16,'300175,朗源股份,6.11,6.16,6.02,6.05,6.06,0.05,0.8251,1.4013,6597101,40212366.12,2876588000.0,2876588000.0
2018-03-15,'300175,朗源股份,6.06,6.18,5.9,6.1,6.13,-0.07,-1.1419,1.691,7961048,48175431.08,2853048000.0,2853048000.0
2018-03-14,'300175,朗源股份,6.13,6.34,6.1,6.27,6.29,-0.16,-2.5437,1.6091,7575800,47006686.0,2886004000.0,2886004000.0
2018-03-13,'300175,朗源股份,6.29,6.45,6.28,6.38,6.4,-0.11,-1.7188,1.6995,8001400,50729995.0,2961332000.0,2961332000.0
2018-03-12,'300175,朗源股份,6.4,6.43,6.28,6.28,6.25,0.15,2.4,1.5861,7467550,47399589.99,3013120000.0,3013120000.0
2018-03-09,'300175,朗源股份,6.25,6.35,6.12,6.15,6.14,0.11,1.7915,1.9664,9257953,57785927.72,2942500000.0,2942500000.0
2018-03-08,'300175,朗源股份,6.14,6.16,6.02,6.07,6.04,0.1,1.6556,1.5225,7167710,43779194.7,2890712000.0,2890712000.0
2018-03-07,'300175,朗源股份,6.04,6.2,6.03,6.15,6.11,-0.07,-1.1457,1.2466,5868901,35855605.07,2843632000.0,2843632000.0
2018-03-06,'300175,朗源股份,6.11,6.11,6.0,6.04,6.02,0.09,1.495,1.7349,8168101,49584666.07,2876588000.0,2876588000.0
2018-03-05,'300175,朗源股份,6.02,6.11,5.98,6.06,6.03,-0.01,-0.1658,1.0456,4922700,29626736.0,2834216000.0,2834216000.0
2018-03-02,'300175,朗源股份,6.03,6.16,6.01,6.07,6.13,-0.1,-1.6313,1.2973,6107499,37119949.02,2838924000.0,2838924000.0
2018-03-01,'300175,朗源股份,6.13,6.28,5.95,5.96,6.01,0.12,1.9967,1.6236,7643699,46657558.04,2886004000.0,2886004000.0
2018-02-28,'300175,朗源股份,6.01,6.1,5.86,5.97,6.01,0.0,0.0,1.027,4835008,29121797.96,2829508000.0,2829508000.0
2018-02-27,'300175,朗源股份,6.01,6.16,5.97,6.05,6.03,-0.02,-0.3317,0.8648,4071700,24571484.0,2829508000.0,2829508000.0
2018-02-26,'300175,朗源股份,6.03,6.08,5.88,5.93,5.89,0.14,2.3769,0.7207,3393100,20334072.0,2838924000.0,2838924000.0
2018-02-23,'300175,朗源股份,5.89,5.96,5.83,5.84,5.87,0.02,0.3407,0.7098,3341800,19681053.12,2773012000.0,2773012000.0
2018-02-22,'300175,朗源股份,5.87,5.95,5.79,5.79,5.78,0.09,1.5571,0.7748,3647906,21369152.26,2763596000.0,2763596000.0
2018-02-14,'300175,朗源股份,5.78,5.87,5.62,5.8,5.8,-0.02,-0.3448,0.5574,2624153,15081396.22,2721224000.0,2721224000.0
2018-02-13,'300175,朗源股份,5.8,5.9,5.79,5.83,5.83,-0.03,-0.5146,0.8259,3888153,22726526.46,2730640000.0,2730640000.0
2018-02-12,'300175,朗源股份,5.83,5.9,5.64,5.64,5.64,0.19,3.3688,1.0944,5152459,29974352.59,2744764000.0,2744764000.0
2018-02-09,'300175,朗源股份,5.64,5.82,5.55,5.68,5.95,-0.31,-5.2101,1.434,6751200,38501284.0,2655312000.0,2655312000.0
2018-02-08,'300175,朗源股份,5.95,6.25,5.67,5.73,5.71,0.24,4.2032,1.1484,5406500,32339380.01,2801260000.0,2801260000.0
2018-02-07,'300175,朗源股份,5.71,5.8,5.49,5.68,5.56,0.15,2.6978,1.1297,5318653,30259751.86,2688268000.0,2688268000.0
2018-02-06,'300175,朗源股份,5.56,6.12,5.53,6.03,6.14,-0.58,-9.4463,1.764,8305100,48516055.0,2617648000.0,2617648000.0
2018-02-05,'300175,朗源股份,6.14,6.22,6.0,6.05,6.15,-0.01,-0.1626,0.6176,2907700,17831600.9,2890712000.0,2890712000.0
2018-02-02,'300175,朗源股份,6.15,6.35,6.1,6.2,6.25,-0.1,-1.6,1.149,5409660,33576065.4,2895420000.0,2895420000.0
2018-02-01,'300175,朗源股份,6.25,6.82,6.18,6.73,6.73,-0.48,-7.1322,1.5037,7079200,45353361.0,2942500000.0,2942500000.0
2018-01-31,'300175,朗源股份,6.73,7.1,6.6,7.06,7.11,-0.38,-5.3446,1.2074,5684284,38714380.48,3168484000.0,3168484000.0
2018-01-30,'300175,朗源股份,7.11,7.15,7.03,7.08,7.09,0.02,0.2821,0.5562,2618800,18559127.0,3347388000.0,3347388000.0
2018-01-29,'300175,朗源股份,7.09,7.26,7.05,7.25,7.24,-0.15,-2.0718,0.8822,4153400,29593167.0,3337972000.0,3337972000.0
2018-01-26,'300175,朗源股份,7.24,7.29,7.15,7.22,7.27,-0.03,-0.4127,0.9748,4589300,33094914.0,3408592000.0,3408592000.0
2018-01-25,'300175,朗源股份,7.27,7.48,7.11,7.16,7.16,0.11,1.5363,2.7829,13102001,95841615.45,3422716000.0,3422716000.0
2018-01-24,'300175,朗源股份,7.16,7.18,7.0,7.11,7.11,0.05,0.7032,1.041,4901100,34795709.0,3370928000.0,3370928000.0
2018-01-23,'300175,朗源股份,7.11,7.2,7.09,7.17,7.13,-0.02,-0.2805,0.5935,2794100,19928210.0,3347388000.0,3347388000.0
2018-01-22,'300175,朗源股份,7.13,7.19,6.99,7.05,7.13,0.0,0.0,0.6303,2967401,21066308.1,3356804000.0,3356804000.0
2018-01-19,'300175,朗源股份,7.13,7.28,7.13,7.14,7.21,-0.08,-1.1096,0.7269,3422100,24584559.0,3356804000.0,3356804000.0
2018-01-18,'300175,朗源股份,7.21,7.48,7.13,7.44,7.39,-0.18,-2.4357,1.4653,6898400,49886053.0,3394468000.0,3394468000.0
2018-01-17,'300175,朗源股份,7.39,7.52,7.16,7.29,7.29,0.1,1.3717,2.0385,9597440,70950184.15,3479212000.0,3479212000.0
2018-01-16,'300175,朗源股份,7.29,7.34,7.14,7.24,7.23,0.06,0.8299,0.7325,3448800,25071895.0,3432132000.0,3432132000.0
2018-01-15,'300175,朗源股份,7.23,7.29,6.9,7.22,7.24,-0.01,-0.1381,1.4775,6956150,49623568.5,3403884000.0,3403884000.0
2018-01-12,'300175,朗源股份,7.24,7.35,7.18,7.24,7.25,-0.01,-0.1379,0.704,3314600,23997709.0,3408592000.0,3408592000.0
2018-01-11,'300175,朗源股份,7.25,7.33,7.13,7.18,7.25,0.0,0.0,0.6798,3200503,23202925.57,3413300000.0,3413300000.0
2018-01-10,'300175,朗源股份,7.25,7.41,7.21,7.35,7.37,-0.12,-1.6282,0.8011,3771410,27450890.1,3413300000.0,3413300000.0
2018-01-09,'300175,朗源股份,7.37,7.48,7.14,7.22,7.26,0.11,1.5152,1.3637,6420404,46835014.16,3469796000.0,3469796000.0
2018-01-08,'300175,朗源股份,7.26,7.37,7.11,7.37,7.39,-0.13,-1.7591,0.9835,4630444,33545474.92,3418008000.0,3418008000.0
2018-01-05,'300175,朗源股份,7.39,7.46,7.37,7.43,7.43,-0.04,-0.5384,0.839,3949778,29250162.54,3479212000.0,3479212000.0
2018-01-04,'300175,朗源股份,7.43,7.61,7.43,7.58,7.58,-0.15,-1.9789,1.0346,4870910,36446482.9,3498044000.0,3498044000.0
2018-01-03,'300175,朗源股份,7.58,7.59,7.43,7.53,7.53,0.05,0.664,1.0703,5039204,37977489.64,3568664000.0,3568664000.0
2018-01-02,'300175,朗源股份,7.53,7.65,7.4,7.44,7.46,0.07,0.9383,1.0122,4765415,35952541.5,3545124000.0,3545124000.0
2017-12-29,'300175,朗源股份,7.46,7.49,7.33,7.41,7.4,0.06,0.8108,0.8154,3839109,28425075.96,3512168000.0,3512168000.0
2017-12-28,'300175,朗源股份,7.4,7.49,7.36,7.43,7.51,-0.11,-1.4647,1.0991,5174359,38314792.02,3483920000.0,3483920000.0
2017-12-27,'300175,朗源股份,7.51,7.71,7.26,7.33,7.34,0.17,2.3161,1.8258,8596099,64661316.51,3535708000.0,3535708000.0
2017-12-26,'300175,朗源股份,7.34,7.36,7.17,7.36,7.36,-0.02,-0.2717,1.3528,6368899,46400260.72,3455672000.0,3455672000.0
2017-12-25,'300175,朗源股份,7.36,7.45,7.28,7.37,7.45,-0.09,-1.2081,0.8899,4189600,30769805.0,3465088000.0,3465088000.0
2017-12-22,'300175,朗源股份,7.45,7.62,7.41,7.59,7.62,-0.17,-2.231,1.3585,6395600,47868648.0,3507460000.0,3507460000.0
2017-12-21,'300175,朗源股份,7.62,7.72,7.48,7.58,7.61,0.01,0.1314,1.2724,5990500,45578140.0,3587496000.0,3587496000.0
2017-12-20,'300175,朗源股份,7.61,7.83,7.6,7.77,7.72,-0.11,-1.4249,1.1887,5596600,42964013.0,3582788000.0,3582788000.0
2017-12-19,'300175,朗源股份,7.72,7.85,7.45,7.48,7.5,0.22,2.9333,2.3541,11083040,84920525.89,3634576000.0,3634576000.0
2017-12-18,'300175,朗源股份,7.5,7.77,7.35,7.72,7.69,-0.19,-2.4707,2.1078,9923566,74759744.7,3531000000.0,3531000000.0
2017-12-15,'300175,朗源股份,7.69,7.72,7.57,7.62,7.63,0.06,0.7864,1.5435,7267001,55602462.6,3620452000.0,3620452000.0
2017-12-14,'300175,朗源股份,7.63,7.79,7.53,7.56,7.63,0.0,0.0,2.1406,10078101,77128222.61,3592204000.0,3592204000.0
2017-12-13,'300175,朗源股份,7.63,7.86,7.43,7.45,7.41,0.22,2.969,3.1259,14716736,112802166.95,3592204000.0,3592204000.0
2017-12-12,'300175,朗源股份,7.41,7.75,7.41,7.68,7.72,-0.31,-4.0155,3.9411,18554703,140260656.68,3488628000.0,3488628000.0
2017-12-11,'300175,朗源股份,7.72,7.72,7.23,7.23,7.02,0.7,9.9715,5.6459,26580828,201990482.28,3634576000.0,3634576000.0
2017-12-08,'300175,朗源股份,7.02,7.09,6.66,6.66,6.66,0.36,5.4054,1.5188,7150300,49131951.5,3305016000.0,3305016000.0
2017-12-07,'300175,朗源股份,6.66,6.74,6.65,6.65,6.68,-0.02,-0.2994,0.5457,2569202,17196513.32,3135528000.0,3135528000.0
2017-12-06,'300175,朗源股份,6.68,6.7,6.51,6.52,6.63,0.05,0.7541,0.7159,3370224,22343719.32,3144944000.0,3144944000.0
2017-12-05,'300175,朗源股份,6.63,6.83,6.5,6.76,6.81,-0.18,-2.6432,1.269,5974300,39775690.0,3121404000.0,3121404000.0
2017-12-04,'300175,朗源股份,6.81,6.87,6.76,6.83,6.86,-0.05,-0.7289,1.1468,5399200,36831177.0,3206148000.0,3206148000.0
2017-12-01,'300175,朗源股份,6.86,6.88,6.76,6.76,6.78,0.08,1.1799,0.7477,3520024,24095319.92,3229688000.0,3229688000.0
2017-11-30,'300175,朗源股份,6.78,6.93,6.78,6.93,6.94,-0.16,-2.3055,1.2643,5952400,40593479.46,3192024000.0,3192024000.0
2017-11-29,'300175,朗源股份,6.94,7.05,6.88,7.05,7.05,-0.11,-1.5603,0.8493,3998500,27740674.0,3267352000.0,3267352000.0
2017-11-28,'300175,朗源股份,7.05,7.09,6.9,7.06,7.04,0.01,0.142,0.9868,4645820,32535561.8,3319140000.0,3319140000.0
2017-11-27,'300175,朗源股份,7.04,7.16,7.02,7.07,7.06,-0.02,-0.2833,0.6703,3155824,22318391.2,3314432000.0,3314432000.0
2017-11-24,'300175,朗源股份,7.06,7.15,7.04,7.06,7.09,-0.03,-0.4231,0.5811,2735969,19410990.68,3323848000.0,3323848000.0
2017-11-23,'300175,朗源股份,7.09,7.34,7.03,7.34,7.31,-0.22,-3.0096,0.7986,3759702,27141493.52,3337972000.0,3337972000.0
2017-11-22,'300175,朗源股份,7.31,7.39,7.23,7.28,7.3,0.01,0.137,0.8958,4217200,30761240.0,3441548000.0,3441548000.0
2017-11-21,'300175,朗源股份,7.3,7.34,7.15,7.2,7.22,0.08,1.108,1.0184,4794734,34746625.67,3436840000.0,3436840000.0
2017-11-20,'300175,朗源股份,7.22,7.29,7.01,7.09,7.15,0.07,0.979,1.0786,5078106,36379815.86,3399176000.0,3399176000.0
2017-11-17,'300175,朗源股份,7.15,7.61,7.11,7.61,7.58,-0.43,-5.6728,1.6008,7536790,55143125.64,3366220000.0,3366220000.0
2017-11-16,'300175,朗源股份,7.58,7.67,7.55,7.58,7.63,-0.05,-0.6553,0.6282,2957700,22529426.0,3568664000.0,3568664000.0
2017-11-15,'300175,朗源股份,7.63,7.76,7.61,7.76,7.77,-0.14,-1.8018,0.8236,3877701,29823056.67,3592204000.0,3592204000.0
2017-11-14,'300175,朗源股份,7.77,7.82,7.66,7.75,7.79,-0.02,-0.2567,1.0761,5066216,39200359.29,3658116000.0,3658116000.0
2017-11-13,'300175,朗源股份,7.79,7.98,7.78,7.94,7.94,-0.15,-1.8892,1.2477,5874325,46027526.71,3667532000.0,3667532000.0
2017-11-10,'300175,朗源股份,7.94,8.03,7.92,8.0,8.06,-0.12,-1.4888,1.0517,4951618,39435856.92,3738152000.0,3738152000.0
2017-11-09,'300175,朗源股份,8.06,8.25,7.84,7.87,7.86,0.2,2.5445,2.008,9453510,76271777.35,3794648000.0,3794648000.0
2017-11-08,'300175,朗源股份,7.86,7.97,7.81,7.84,7.86,0.0,0.0,0.9519,4481700,35424941.97,3700488000.0,3700488000.0
2017-11-07,'300175,朗源股份,7.86,7.86,7.73,7.83,7.83,0.03,0.3831,0.7784,3664700,28575956.0,3700488000.0,3700488000.0
2017-11-06,'300175,朗源股份,7.83,7.84,7.71,7.79,7.73,0.1,1.2937,0.7503,3532547,27510348.13,3686364000.0,3686364000.0
2017-11-03,'300175,朗源股份,7.73,7.87,7.65,7.78,7.78,-0.05,-0.6427,0.9677,4556000,35221267.0,3639284000.0,3639284000.0
2017-11-02,'300175,朗源股份,7.78,8.08,7.78,8.02,8.02,-0.24,-2.9925,1.0707,5040789,39718257.21,3662824000.0,3662824000.0
2017-11-01,'300175,朗源股份,8.02,8.12,8.01,8.08,8.08,-0.06,-0.7426,0.9089,4278900,34424554.96,3775816000.0,3775816000.0
2017-10-31,'300175,朗源股份,8.08,8.18,7.91,7.91,7.94,0.14,1.7632,1.1118,5234447,42121892.27,3804064000.0,3804064000.0
2017-10-30,'300175,朗源股份,7.94,8.33,7.72,8.33,8.32,-0.38,-4.5673,1.6746,7884004,63049562.58,3738152000.0,3738152000.0
2017-10-27,'300175,朗源股份,8.32,8.49,8.26,8.3,8.33,-0.01,-0.12,1.2825,6038000,50433396.0,3917056000.0,3917056000.0
2017-10-26,'300175,朗源股份,8.33,8.54,8.21,8.29,8.37,-0.04,-0.4779,2.2989,10823030,90072851.28,3921764000.0,3921764000.0
2017-10-25,'300175,朗源股份,8.37,8.62,8.01,8.07,8.06,0.31,3.8462,2.673,12584328,104896005.48,3940596000.0,3940596000.0
2017-10-24,'300175,朗源股份,8.06,8.15,7.98,8.13,8.16,-0.1,-1.2255,0.7759,3653091,29368983.83,3794648000.0,3794648000.0
2017-10-23,'300175,朗源股份,8.16,8.16,8.08,8.11,8.11,0.05,0.6165,0.6333,2981400,24228715.0,3841728000.0,3841728000.0
2017-10-20,'300175,朗源股份,8.11,8.12,8.0,8.0,8.02,0.09,1.1222,0.6006,2827400,22823725.0,3818188000.0,3818188000.0
2017-10-19,'300175,朗源股份,8.02,8.21,7.86,8.17,8.17,-0.15,-1.836,1.2654,5957401,47746823.94,3775816000.0,3775816000.0
2017-10-18,'300175,朗源股份,8.17,8.37,8.15,8.3,8.29,-0.12,-1.4475,1.0438,4914420,40641756.4,3846436000.0,3846436000.0
2017-10-17,'300175,朗源股份,8.29,8.32,8.18,8.24,8.2,0.09,1.0976,0.8352,3931900,32469404.0,3902932000.0,3902932000.0
2017-10-16,'300175,朗源股份,8.2,8.65,8.2,8.6,8.64,-0.44,-5.0926,1.9571,9214200,77340948.0,3860560000.0,3860560000.0
2017-10-13,'300175,朗源股份,8.64,8.71,8.53,8.71,8.76,-0.12,-1.3699,1.482,6977240,60077313.0,4067712000.0,4067712000.0
2017-10-12,'300175,朗源股份,8.76,8.92,8.68,8.68,8.68,0.08,0.9217,2.9361,13823140,121891397.42,4124208000.0,4124208000.0
2017-10-11,'300175,朗源股份,8.68,8.77,8.6,8.74,8.72,-0.04,-0.4587,1.3961,6572700,57076163.0,4086544000.0,4086544000.0
2017-10-10,'300175,朗源股份,8.72,8.85,8.55,8.55,8.62,0.1,1.1601,1.9507,9183699,80077324.32,4105376000.0,4105376000.0
2017-10-09,'300175,朗源股份,8.62,8.77,8.38,8.46,8.33,0.29,3.4814,2.1283,10019899,85876143.4,4058296000.0,4058296000.0
2017-09-29,'300175,朗源股份,8.33,8.39,8.2,8.2,8.15,0.18,2.2086,0.9108,4288099,35659242.7,3921764000.0,3921764000.0
2017-09-28,'300175,朗源股份,8.15,8.43,8.13,8.35,8.36,-0.21,-2.512,1.2089,5691484,47104290.52,3837020000.0,3837020000.0
2017-09-27,'300175,朗源股份,8.36,8.42,8.32,8.33,8.34,0.02,0.2398,0.7999,3766100,31579388.0,3935888000.0,3935888000.0
2017-09-26,'300175,朗源股份,8.34,8.37,8.21,8.21,8.27,0.07,0.8464,0.9999,4707684,39051876.68,3926472000.0,3926472000.0
2017-09-25,'300175,朗源股份,8.27,8.48,8.08,8.34,8.52,-0.25,-2.9343,2.2509,10597200,88129154.0,3893516000.0,3893516000.0
